booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
May112223561RT19,23561,2022-05-09,2022-05-11,2022-05-12,2.0,RT1,Bookkaru,,Checked Out,650,650
May112223561RT110,23561,2022-05-09,2022-05-11,2022-05-12,1.0,RT1,Bookkaru,,Cancelled,650,260
May112223561RT111,23561,2022-05-08,2022-05-11,2022-05-16,3.0,RT1,DeBookkarus,,Cancelled,715,286
May112223561RT112,23561,2022-05-09,2022-05-11,2022-05-17,3.0,RT1,Others,5.0,Checked Out,715,715
May112223561RT113,23561,2022-05-08,2022-05-11,2022-05-12,2.0,RT1,Direct Offline,,Cancelled,650,260
May112223561RT114,23561,2022-05-05,2022-05-11,2022-05-13,2.0,RT1,Others,1.0,Checked Out,650,650
May112223561RT115,23561,2022-05-09,2022-05-11,2022-05-13,1.0,RT1,Others,,Cancelled,650,260
May112223561RT116,23561,2022-05-05,2022-05-11,2022-05-12,1.0,RT1,Direct Offline,,Cancelled,650,260
May112223561RT117,23561,2022-05-10,2022-05-11,2022-05-16,2.0,RT1,Eventica Travels,3.0,Checked Out,650,650
May112223561RT118,23561,2022-05-08,2022-05-11,2022-05-16,2.0,RT1,Others,3.0,Checked Out,650,650
May112223561RT119,23561,2022-05-10,2022-05-11,2022-05-13,2.0,RT1,Others,5.0,Checked Out,650,650
May112223561RT120,23561,2022-05-05,2022-05-11,2022-05-13,2.0,RT1,DeBookkarus,,Cancelled,650,260
May112223561RT21,23561,2022-05-07,2022-05-11,2022-05-12,3.0,RT2,Direct Online,4.0,Checked Out,990,990
May112223561RT22,23561,2022-04-17,2022-05-11,2022-05-12,3.0,RT2,Bookings_Com,,Checked Out,990,990
May112223561RT23,23561,2022-05-05,2022-05-11,2022-05-13,2.0,RT2,Others,5.0,Checked Out,900,900
May112223561RT24,23561,2022-05-06,2022-05-11,2022-05-16,2.0,RT2,Others,,Checked Out,900,900
May112223561RT25,23561,2022-05-10,2022-05-11,2022-05-14,2.0,RT2,Bookkaru,,Checked Out,900,900
May112223561RT26,23561,2022-05-06,2022-05-11,2022-05-16,2.0,RT2,Bookings_Com,,Cancelled,900,360
May112223561RT27,23561,2022-05-08,2022-05-11,2022-05-14,2.0,RT2,DeBookkarus,,Checked Out,900,900
May112223561RT28,23561,2022-05-05,2022-05-11,2022-05-16,2.0,RT2,Others,,Checked Out,900,900
May112223561RT29,23561,2022-05-04,2022-05-11,2022-05-16,2.0,RT2,DeBookkarus,,Checked Out,900,900
May112223561RT210,23561,2022-05-10,2022-05-11,2022-05-13,4.0,RT2,Others,,Checked Out,1080,1080
May112223561RT211,23561,2022-05-09,2022-05-11,2022-05-17,2.0,RT2,Others,5.0,Checked Out,900,900
May112223561RT212,23561,2022-05-10,2022-05-11,2022-05-12,3.0,RT2,DeBookkarus,5.0,Checked Out,990,990
May112223561RT213,23561,2022-05-05,2022-05-11,2022-05-12,1.0,RT2,Others,5.0,Checked Out,900,900
May112223561RT214,23561,2022-05-07,2022-05-11,2022-05-14,3.0,RT2,Others,,Checked Out,990,990
May112223561RT215,23561,2022-05-05,2022-05-11,2022-05-17,1.0,RT2,Others,,Checked Out,900,900
May112223561RT216,23561,2022-05-08,2022-05-11,2022-05-12,2.0,RT2,Bookkaru,5.0,Checked Out,900,900
May112223561RT217,23561,2022-05-10,2022-05-11,2022-05-14,2.0,RT2,Bookings_Com,,Cancelled,900,360
May112223561RT218,23561,2022-05-05,2022-05-11,2022-05-12,2.0,RT2,Bookings_Com,,Checked Out,900,900
May112223561RT219,23561,2022-05-08,2022-05-11,2022-05-12,1.0,RT2,Eventica Travels,3.0,Checked Out,900,900
May112223561RT220,23561,2022-05-09,2022-05-11,2022-05-17,2.0,RT2,Bookkaru,,Cancelled,900,360
May112223561RT221,23561,2022-05-10,2022-05-11,2022-05-16,4.0,RT2,Others,5.0,Checked Out,1080,1080
May112223561RT222,23561,2022-05-08,2022-05-11,2022-05-12,2.0,RT2,Others,5.0,Checked Out,900,900
May112223561RT223,23561,2022-04-17,2022-05-11,2022-05-12,2.0,RT2,Others,3.0,Checked Out,900,900
May112223561RT224,23561,2022-05-05,2022-05-11,2022-05-16,2.0,RT2,Eventica Travels,,No Show,900,900
May112223561RT225,23561,2022-05-08,2022-05-11,2022-05-16,2.0,RT2,DeBookkarus,,Cancelled,900,360
May112223561RT226,23561,2022-05-04,2022-05-11,2022-05-12,2.0,RT2,DeBookkarus,,Checked Out,900,900
May112223561RT227,23561,2022-05-06,2022-05-11,2022-05-13,4.0,RT2,Direct Online,5.0,Checked Out,1080,1080
May112223561RT228,23561,2022-05-09,2022-05-11,2022-05-17,2.0,RT2,Direct Offline,5.0,Checked Out,900,900
May112223561RT31,23561,2022-04-17,2022-05-11,2022-05-17,4.0,RT3,Others,5.0,Checked Out,1440,1440
May112223561RT32,23561,2022-05-08,2022-05-11,2022-05-12,6.0,RT3,DeBookkarus,,Checked Out,1680,1680
May112223561RT33,23561,2022-05-06,2022-05-11,2022-05-12,4.0,RT3,DeBookkarus,,Cancelled,1440,576
May112223561RT34,23561,2022-05-09,2022-05-11,2022-05-13,3.0,RT3,Others,,Checked Out,1320,1320
May112223561RT35,23561,2022-05-10,2022-05-11,2022-05-12,3.0,RT3,Others,,Cancelled,1320,528
May112223561RT36,23561,2022-05-07,2022-05-11,2022-05-16,2.0,RT3,Bookkaru,,Cancelled,1200,480
May112223561RT37,23561,2022-05-09,2022-05-11,2022-05-14,2.0,RT3,Direct Online,3.0,Checked Out,1200,1200
May112223561RT38,23561,2022-05-07,2022-05-11,2022-05-13,2.0,RT3,DeBookkarus,,Checked Out,1200,1200
May112223561RT39,23561,2022-05-07,2022-05-11,2022-05-17,3.0,RT3,DeBookkarus,,Cancelled,1320,528
May112223561RT310,23561,2022-04-21,2022-05-11,2022-05-13,2.0,RT3,Bookkaru,,Cancelled,1200,480
May112223561RT311,23561,2022-05-08,2022-05-11,2022-05-12,1.0,RT3,Direct Online,,Checked Out,1200,1200
May112223561RT312,23561,2022-05-07,2022-05-11,2022-05-13,2.0,RT3,Others,,Checked Out,1200,1200
May112223561RT313,23561,2022-05-09,2022-05-11,2022-05-12,2.0,RT3,Bookings_Com,,Checked Out,1200,1200
May112223561RT314,23561,2022-05-05,2022-05-11,2022-05-12,2.0,RT3,Others,,Checked Out,1200,1200
May112223561RT315,23561,2022-05-07,2022-05-11,2022-05-12,2.0,RT3,DeBookkarus,,Checked Out,1200,1200
May112223561RT41,23561,2022-05-07,2022-05-11,2022-05-13,2.0,RT4,Others,3.0,Checked Out,1900,1900
May112223561RT42,23561,2022-05-11,2022-05-11,2022-05-17,2.0,RT4,Others,,Checked Out,1900,1900
May112223561RT43,23561,2022-05-04,2022-05-11,2022-05-12,1.0,RT4,Others,,No Show,1900,1900
May112223561RT44,23561,2022-05-11,2022-05-11,2022-05-13,3.0,RT4,Direct Offline,,Checked Out,2090,2090
May112223561RT45,23561,2022-05-09,2022-05-11,2022-05-12,2.0,RT4,Direct Online,5.0,Checked Out,1900,1900
May112223561RT46,23561,2022-05-09,2022-05-11,2022-05-12,3.0,RT4,Others,5.0,Checked Out,2090,2090
May112223562RT11,23562,2022-05-09,2022-05-11,2022-05-12,2.0,RT1,Others,5.0,Checked Out,650,650
May112223562RT12,23562,2022-05-05,2022-05-11,2022-05-12,3.0,RT1,Others,3.0,Checked Out,715,715
May112223562RT13,23562,2022-05-07,2022-05-11,2022-05-12,2.0,RT1,DeBookkarus,,Cancelled,650,260
May112223562RT14,23562,2022-05-06,2022-05-11,2022-05-13,1.0,RT1,Others,,Checked Out,650,650
May112223562RT15,23562,2022-05-09,2022-05-11,2022-05-12,2.0,RT1,DeBookkarus,,Checked Out,650,650
May112223562RT16,23562,2022-05-09,2022-05-11,2022-05-16,2.0,RT1,Others,2.0,Checked Out,650,650
May112223562RT17,23562,2022-05-08,2022-05-11,2022-05-12,2.0,RT1,DeBookkarus,4.0,Checked Out,650,650
May112223562RT18,23562,2022-05-07,2022-05-11,2022-05-13,2.0,RT1,DeBookkarus,,Checked Out,650,650
May112223562RT19,23562,2022-05-08,2022-05-11,2022-05-15,2.0,RT1,DeBookkarus,,Cancelled,650,260
May112223562RT110,23562,2022-05-07,2022-05-11,2022-05-16,2.0,RT1,Others,5.0,Checked Out,650,650
May112223562RT111,23562,2022-05-10,2022-05-11,2022-05-16,2.0,RT1,Others,,Cancelled,650,260
May112223562RT112,23562,2022-05-09,2022-05-11,2022-05-12,2.0,RT1,Others,,Cancelled,650,260
May112223562RT113,23562,2022-05-09,2022-05-11,2022-05-17,2.0,RT1,Others,5.0,Checked Out,650,650
May112223562RT114,23562,2022-05-09,2022-05-11,2022-05-13,1.0,RT1,DeBookkarus,,Checked Out,650,650
May112223562RT115,23562,2022-05-07,2022-05-11,2022-05-16,2.0,RT1,Direct Online,,Checked Out,650,650
May112223562RT116,23562,2022-05-08,2022-05-11,2022-05-16,2.0,RT1,Eventica Travels,,Cancelled,650,260
May112223562RT117,23562,2022-05-07,2022-05-11,2022-05-12,1.0,RT1,Others,,Cancelled,650,260
May112223562RT118,23562,2022-05-08,2022-05-11,2022-05-14,2.0,RT1,DeBookkarus,5.0,Checked Out,650,650
May112223562RT119,23562,2022-05-08,2022-05-11,2022-05-12,2.0,RT1,Bookings_Com,,Checked Out,650,650
May112223562RT120,23562,2022-05-09,2022-05-11,2022-05-14,2.0,RT1,Eventica Travels,4.0,Checked Out,650,650
May112223562RT121,23562,2022-05-08,2022-05-11,2022-05-12,2.0,RT1,Eventica Travels,,Checked Out,650,650
May112223562RT122,23562,2022-05-10,2022-05-11,2022-05-17,2.0,RT1,Bookings_Com,,No Show,650,650
May112223562RT123,23562,2022-05-08,2022-05-11,2022-05-12,2.0,RT1,Direct Online,,Checked Out,650,650
May112223562RT124,23562,2022-04-20,2022-05-11,2022-05-16,2.0,RT1,Direct Online,3.0,Checked Out,650,650
May112223562RT21,23562,2022-05-06,2022-05-11,2022-05-13,2.0,RT2,Bookkaru,5.0,Checked Out,900,900
May112223562RT22,23562,2022-05-09,2022-05-11,2022-05-13,2.0,RT2,Others,,Cancelled,900,360
May112223562RT23,23562,2022-05-10,2022-05-11,2022-05-13,3.0,RT2,Others,,Cancelled,990,396
May112223562RT24,23562,2022-05-11,2022-05-11,2022-05-12,3.0,RT2,DeBookkarus,5.0,Checked Out,990,990
May112223562RT25,23562,2022-05-08,2022-05-11,2022-05-13,1.0,RT2,Direct Offline,,Checked Out,900,900
May112223562RT26,23562,2022-05-06,2022-05-11,2022-05-12,2.0,RT2,Others,,Cancelled,900,360
May112223562RT27,23562,2022-04-21,2022-05-11,2022-05-12,1.0,RT2,Others,4.0,Checked Out,900,900
May112223562RT28,23562,2022-05-09,2022-05-11,2022-05-17,3.0,RT2,Others,,Checked Out,990,990
May112223562RT29,23562,2022-05-07,2022-05-11,2022-05-12,2.0,RT2,Others,,Cancelled,900,360
May112223562RT210,23562,2022-05-06,2022-05-11,2022-05-12,2.0,RT2,Direct Online,4.0,Checked Out,900,900
May112223562RT211,23562,2022-05-09,2022-05-11,2022-05-12,2.0,RT2,Direct Online,,Checked Out,900,900
May112223562RT212,23562,2022-05-08,2022-05-11,2022-05-17,2.0,RT2,Direct Offline,3.0,Checked Out,900,900
May112223562RT213,23562,2022-05-09,2022-05-11,2022-05-17,2.0,RT2,Others,,No Show,900,900
May112223562RT214,23562,2022-05-04,2022-05-11,2022-05-12,1.0,RT2,DeBookkarus,,Cancelled,900,360
May112223562RT215,23562,2022-05-07,2022-05-11,2022-05-14,1.0,RT2,Others,,Checked Out,900,900
May112223562RT216,23562,2022-05-06,2022-05-11,2022-05-12,2.0,RT2,Eventica Travels,,Checked Out,900,900
May112223562RT217,23562,2022-05-09,2022-05-11,2022-05-16,2.0,RT2,Direct Online,,Checked Out,900,900
May112223562RT218,23562,2022-05-04,2022-05-11,2022-05-14,2.0,RT2,Direct Offline,,Cancelled,900,360
May112223562RT219,23562,2022-05-08,2022-05-11,2022-05-12,2.0,RT2,Others,5.0,Checked Out,900,900
May112223562RT220,23562,2022-05-07,2022-05-11,2022-05-12,2.0,RT2,Others,,Cancelled,900,360
May112223562RT31,23562,2022-05-08,2022-05-11,2022-05-17,3.0,RT3,Bookkaru,3.0,Checked Out,1320,1320
May112223562RT32,23562,2022-05-08,2022-05-11,2022-05-13,2.0,RT3,DeBookkarus,,Checked Out,1200,1200
May112223562RT33,23562,2022-05-10,2022-05-11,2022-05-16,2.0,RT3,Bookkaru,5.0,Checked Out,1200,1200
May112223562RT34,23562,2022-05-08,2022-05-11,2022-05-13,1.0,RT3,Others,,Checked Out,1200,1200
May112223562RT35,23562,2022-05-11,2022-05-11,2022-05-13,2.0,RT3,Bookkaru,5.0,Checked Out,1200,1200
May112223562RT36,23562,2022-05-06,2022-05-11,2022-05-13,6.0,RT3,Others,,Cancelled,1680,672
May112223562RT37,23562,2022-05-10,2022-05-11,2022-05-17,1.0,RT3,Others,,Cancelled,1200,480
May112223562RT38,23562,2022-05-07,2022-05-11,2022-05-14,2.0,RT3,DeBookkarus,,Checked Out,1200,1200
May112223562RT39,23562,2022-05-09,2022-05-11,2022-05-12,1.0,RT3,DeBookkarus,3.0,Checked Out,1200,1200
May112223562RT310,23562,2022-05-11,2022-05-11,2022-05-13,1.0,RT3,Eventica Travels,,No Show,1200,1200
May112223562RT311,23562,2022-05-05,2022-05-11,2022-05-12,2.0,RT3,Others,4.0,Checked Out,1200,1200
May112223562RT312,23562,2022-05-05,2022-05-11,2022-05-12,4.0,RT3,Others,,Checked Out,1440,1440
May112223562RT313,23562,2022-05-06,2022-05-11,2022-05-13,3.0,RT3,DeBookkarus,3.0,Checked Out,1320,1320
May112223562RT314,23562,2022-05-06,2022-05-11,2022-05-17,5.0,RT3,Bookings_Com,5.0,Checked Out,1560,1560
May112223562RT315,23562,2022-05-09,2022-05-11,2022-05-12,2.0,RT3,Others,,Cancelled,1200,480
May112223562RT316,23562,2022-05-04,2022-05-11,2022-05-12,3.0,RT3,Bookings_Com,,Cancelled,1320,528
May112223562RT317,23562,2022-05-09,2022-05-11,2022-05-15,2.0,RT3,Eventica Travels,,No Show,1200,1200
May112223562RT318,23562,2022-05-10,2022-05-11,2022-05-12,2.0,RT3,Direct Online,,Cancelled,1200,480
May112223562RT41,23562,2022-05-10,2022-05-11,2022-05-16,2.0,RT4,Others,2.0,Checked Out,1900,1900
May112223562RT42,23562,2022-05-06,2022-05-11,2022-05-15,1.0,RT4,DeBookkarus,,Checked Out,1900,1900
May112223562RT43,23562,2022-05-09,2022-05-11,2022-05-12,2.0,RT4,Direct Offline,,Checked Out,1900,1900
May112223562RT44,23562,2022-04-17,2022-05-11,2022-05-12,2.0,RT4,Others,,Cancelled,1900,760
May112223562RT45,23562,2022-05-04,2022-05-11,2022-05-12,2.0,RT4,DeBookkarus,,Checked Out,1900,1900
May112223562RT46,23562,2022-05-05,2022-05-11,2022-05-16,2.0,RT4,Direct Online,,Cancelled,1900,760
May112223562RT47,23562,2022-05-05,2022-05-11,2022-05-12,2.0,RT4,DeBookkarus,5.0,Checked Out,1900,1900
May112223562RT48,23562,2022-04-17,2022-05-11,2022-05-15,2.0,RT4,Others,,Cancelled,1900,760
May112223562RT49,23562,2022-04-17,2022-05-11,2022-05-13,3.0,RT4,Bookkaru,3.0,Checked Out,2090,2090
May112223562RT410,23562,2022-05-08,2022-05-11,2022-05-17,2.0,RT4,DeBookkarus,,Checked Out,1900,1900
May112223562RT411,23562,2022-05-07,2022-05-11,2022-05-12,2.0,RT4,Others,5.0,Checked Out,1900,1900
May112223562RT412,23562,2022-05-10,2022-05-11,2022-05-17,2.0,RT4,DeBookkarus,5.0,Checked Out,1900,1900
May112223563RT11,23563,2022-05-10,2022-05-11,2022-05-12,2.0,RT1,Direct Online,,Cancelled,650,260
May112223563RT12,23563,2022-05-10,2022-05-11,2022-05-12,1.0,RT1,Bookings_Com,,Checked Out,650,650
May112223563RT13,23563,2022-05-10,2022-05-11,2022-05-13,1.0,RT1,Others,1.0,Checked Out,650,650
May112223563RT14,23563,2022-04-21,2022-05-11,2022-05-14,1.0,RT1,Others,4.0,Checked Out,650,650
May112223563RT15,23563,2022-05-11,2022-05-11,2022-05-12,1.0,RT1,Others,3.0,Checked Out,650,650
May112223563RT16,23563,2022-05-11,2022-05-11,2022-05-13,2.0,RT1,Direct Online,3.0,Checked Out,650,650
May112223563RT17,23563,2022-05-08,2022-05-11,2022-05-12,2.0,RT1,Bookkaru,,No Show,650,650
May112223563RT18,23563,2022-05-10,2022-05-11,2022-05-12,2.0,RT1,Others,,Cancelled,650,260
May112223563RT19,23563,2022-05-11,2022-05-11,2022-05-12,1.0,RT1,Others,3.0,Checked Out,650,650
May112223563RT110,23563,2022-05-11,2022-05-11,2022-05-12,1.0,RT1,Direct Online,3.0,Checked Out,650,650
May112223563RT111,23563,2022-05-11,2022-05-11,2022-05-13,2.0,RT1,Others,3.0,Checked Out,650,650
May112223563RT21,23563,2022-05-10,2022-05-11,2022-05-12,1.0,RT2,DeBookkarus,,Checked Out,900,900
May112223563RT22,23563,2022-05-11,2022-05-11,2022-05-14,1.0,RT2,Bookings_Com,4.0,Checked Out,900,900
May112223563RT23,23563,2022-05-08,2022-05-11,2022-05-12,1.0,RT2,Others,,Checked Out,900,900
May112223563RT24,23563,2022-05-11,2022-05-11,2022-05-12,1.0,RT2,Others,,Cancelled,900,360
May112223563RT25,23563,2022-05-10,2022-05-11,2022-05-12,1.0,RT2,Direct Online,,Cancelled,900,360
May112223563RT26,23563,2022-05-08,2022-05-11,2022-05-12,1.0,RT2,Direct Online,,Checked Out,900,900
May112223563RT27,23563,2022-05-09,2022-05-11,2022-05-12,1.0,RT2,Others,3.0,Checked Out,900,900
May112223563RT28,23563,2022-05-08,2022-05-11,2022-05-16,1.0,RT2,Bookings_Com,,Checked Out,900,900
May112223563RT29,23563,2022-05-11,2022-05-11,2022-05-15,4.0,RT2,DeBookkarus,4.0,Checked Out,1080,1080
May112223563RT210,23563,2022-05-09,2022-05-11,2022-05-12,2.0,RT2,Others,3.0,Checked Out,900,900
May112223563RT211,23563,2022-05-11,2022-05-11,2022-05-12,1.0,RT2,Bookkaru,,Cancelled,900,360
May112223563RT212,23563,2022-05-11,2022-05-11,2022-05-15,2.0,RT2,Others,3.0,Checked Out,900,900
May112223563RT213,23563,2022-05-11,2022-05-11,2022-05-12,4.0,RT2,Eventica Travels,,Cancelled,1080,432
May112223563RT214,23563,2022-05-11,2022-05-11,2022-05-12,1.0,RT2,DeBookkarus,,Cancelled,900,360
May112223563RT215,23563,2022-05-10,2022-05-11,2022-05-16,2.0,RT2,DeBookkarus,3.0,Checked Out,900,900
May112223563RT31,23563,2022-05-11,2022-05-11,2022-05-14,1.0,RT3,Bookings_Com,3.0,Checked Out,1200,1200
May112223563RT32,23563,2022-05-11,2022-05-11,2022-05-14,1.0,RT3,Eventica Travels,,Cancelled,1200,480
May112223563RT33,23563,2022-05-11,2022-05-11,2022-05-12,2.0,RT3,Direct Online,,Checked Out,1200,1200
May112223563RT34,23563,2022-05-08,2022-05-11,2022-05-12,5.0,RT3,Others,3.0,Checked Out,1560,1560
May112223563RT35,23563,2022-05-11,2022-05-11,2022-05-12,5.0,RT3,Others,3.0,Checked Out,1560,1560
May112223563RT36,23563,2022-05-11,2022-05-11,2022-05-12,1.0,RT3,Others,3.0,Checked Out,1200,1200
May112223563RT37,23563,2022-05-10,2022-05-11,2022-05-14,2.0,RT3,Direct Online,3.0,Checked Out,1200,1200
May112223563RT38,23563,2022-05-10,2022-05-11,2022-05-13,2.0,RT3,Others,3.0,Checked Out,1200,1200
May112223563RT39,23563,2022-05-10,2022-05-11,2022-05-12,2.0,RT3,Others,3.0,Checked Out,1200,1200
May112223563RT310,23563,2022-05-09,2022-05-11,2022-05-12,1.0,RT3,Eventica Travels,,Checked Out,1200,1200
May112223563RT41,23563,2022-05-11,2022-05-11,2022-05-12,2.0,RT4,Bookkaru,,Checked Out,1900,1900
May112223563RT42,23563,2022-05-10,2022-05-11,2022-05-12,1.0,RT4,DeBookkarus,,Cancelled,1900,760
May112223563RT43,23563,2022-05-11,2022-05-11,2022-05-12,2.0,RT4,Bookkaru,3.0,Checked Out,1900,1900
May112223563RT44,23563,2022-05-10,2022-05-11,2022-05-14,1.0,RT4,Bookings_Com,,Checked Out,1900,1900
May112223563RT45,23563,2022-05-11,2022-05-11,2022-05-16,1.0,RT4,DeBookkarus,,Checked Out,1900,1900
May112223563RT46,23563,2022-05-11,2022-05-11,2022-05-12,1.0,RT4,Others,,Cancelled,1900,760
May112223563RT47,23563,2022-05-04,2022-05-11,2022-05-12,2.0,RT4,Others,3.0,Checked Out,1900,1900
May112223563RT48,23563,2022-05-08,2022-05-11,2022-05-16,6.0,RT4,DeBookkarus,,Cancelled,2660,1064
May112223563RT49,23563,2022-05-08,2022-05-11,2022-05-12,1.0,RT4,Direct Online,3.0,Checked Out,1900,1900
May112224558RT11,24558,2022-05-08,2022-05-11,2022-05-16,2.0,RT1,Others,,Cancelled,975,390
May112224558RT12,24558,2022-05-06,2022-05-11,2022-05-17,2.0,RT1,DeBookkarus,1.0,Checked Out,975,975
May112224558RT13,24558,2022-05-10,2022-05-11,2022-05-12,2.0,RT1,DeBookkarus,,Checked Out,975,975
May112224558RT14,24558,2022-05-09,2022-05-11,2022-05-15,2.0,RT1,Others,1.0,Checked Out,975,975
May112224558RT15,24558,2022-05-05,2022-05-11,2022-05-12,3.0,RT1,Bookkaru,,Cancelled,1072,429
May112224558RT16,24558,2022-05-11,2022-05-11,2022-05-12,2.0,RT1,Others,,Checked Out,975,975
May112224558RT17,24558,2022-05-06,2022-05-11,2022-05-16,3.0,RT1,Bookings_Com,,Checked Out,1072,1072
May112224558RT18,24558,2022-05-08,2022-05-11,2022-05-12,3.0,RT1,Others,,Cancelled,1072,429
May112224558RT19,24558,2022-05-09,2022-05-11,2022-05-12,2.0,RT1,DeBookkarus,1.0,Checked Out,975,975
May112224558RT110,24558,2022-05-06,2022-05-11,2022-05-16,1.0,RT1,DeBookkarus,3.0,Checked Out,975,975
May112224558RT111,24558,2022-05-07,2022-05-11,2022-05-13,2.0,RT1,DeBookkarus,,Cancelled,975,390
May112224558RT112,24558,2022-05-07,2022-05-11,2022-05-14,2.0,RT1,Others,2.0,Checked Out,975,975
May112224558RT113,24558,2022-04-17,2022-05-11,2022-05-15,2.0,RT1,Bookkaru,2.0,Checked Out,975,975
May112224558RT114,24558,2022-05-06,2022-05-11,2022-05-12,2.0,RT1,Direct Online,,Cancelled,975,390
May112224558RT115,24558,2022-05-07,2022-05-11,2022-05-12,3.0,RT1,Others,,Checked Out,1072,1072
May112224558RT116,24558,2022-05-08,2022-05-11,2022-05-12,3.0,RT1,Others,,No Show,1072,1072
May112224558RT117,24558,2022-05-07,2022-05-11,2022-05-12,1.0,RT1,Others,2.0,Checked Out,975,975
May112224558RT118,24558,2022-05-08,2022-05-11,2022-05-12,1.0,RT1,Others,,Cancelled,975,390
May112224558RT119,24558,2022-05-09,2022-05-11,2022-05-12,2.0,RT1,DeBookkarus,,Cancelled,975,390
May112224558RT21,24558,2022-05-08,2022-05-11,2022-05-13,2.0,RT2,Bookings_Com,,Checked Out,1350,1350
May112224558RT22,24558,2022-05-05,2022-05-11,2022-05-13,2.0,RT2,Others,,Checked Out,1350,1350
May112224558RT23,24558,2022-05-06,2022-05-11,2022-05-16,2.0,RT2,Bookkaru,,No Show,1350,1350
May112224558RT24,24558,2022-05-06,2022-05-11,2022-05-12,2.0,RT2,Others,4.0,Checked Out,1350,1350
May112224558RT25,24558,2022-05-05,2022-05-11,2022-05-16,1.0,RT2,Bookings_Com,3.0,Checked Out,1350,1350
May112224558RT26,24558,2022-05-09,2022-05-11,2022-05-13,3.0,RT2,Others,4.0,Checked Out,1485,1485
May112224558RT27,24558,2022-05-10,2022-05-11,2022-05-12,2.0,RT2,Others,,Checked Out,1350,1350
May112224558RT28,24558,2022-05-09,2022-05-11,2022-05-12,2.0,RT2,Bookings_Com,2.0,Checked Out,1350,1350
May112224558RT29,24558,2022-05-07,2022-05-11,2022-05-15,2.0,RT2,Bookkaru,,Cancelled,1350,540
May112224558RT210,24558,2022-05-10,2022-05-11,2022-05-13,3.0,RT2,Direct Offline,1.0,Checked Out,1485,1485
May112224558RT211,24558,2022-05-04,2022-05-11,2022-05-16,3.0,RT2,DeBookkarus,,Cancelled,1485,594
May112224558RT212,24558,2022-05-09,2022-05-11,2022-05-17,3.0,RT2,DeBookkarus,,Checked Out,1485,1485
May112224558RT213,24558,2022-05-04,2022-05-11,2022-05-16,1.0,RT2,Others,2.0,Checked Out,1350,1350
May112224558RT214,24558,2022-05-09,2022-05-11,2022-05-17,2.0,RT2,Eventica Travels,,Cancelled,1350,540
May112224558RT215,24558,2022-05-07,2022-05-11,2022-05-12,2.0,RT2,Direct Offline,,Checked Out,1350,1350
May112224558RT216,24558,2022-05-08,2022-05-11,2022-05-12,2.0,RT2,DeBookkarus,,Checked Out,1350,1350
May112224558RT217,24558,2022-05-07,2022-05-11,2022-05-12,2.0,RT2,Bookings_Com,2.0,Checked Out,1350,1350
May112224558RT31,24558,2022-05-09,2022-05-11,2022-05-15,2.0,RT3,Bookings_Com,,Cancelled,1800,720
May112224558RT32,24558,2022-05-10,2022-05-11,2022-05-13,2.0,RT3,Bookings_Com,,Checked Out,1800,1800
May112224558RT33,24558,2022-05-06,2022-05-11,2022-05-17,2.0,RT3,Others,4.0,Checked Out,1800,1800
May112224558RT34,24558,2022-05-06,2022-05-11,2022-05-16,2.0,RT3,Others,,Cancelled,1800,720
May112224558RT35,24558,2022-05-05,2022-05-11,2022-05-12,4.0,RT3,Eventica Travels,4.0,Checked Out,2160,2160
May112224558RT36,24558,2022-05-07,2022-05-11,2022-05-15,3.0,RT3,DeBookkarus,2.0,Checked Out,1980,1980
May112224558RT37,24558,2022-05-09,2022-05-11,2022-05-12,3.0,RT3,Direct Online,,Cancelled,1980,792
May112224558RT38,24558,2022-05-08,2022-05-11,2022-05-16,2.0,RT3,DeBookkarus,,Cancelled,1800,720
May112224558RT39,24558,2022-05-06,2022-05-11,2022-05-13,2.0,RT3,Others,,No Show,1800,1800
May112224558RT41,24558,2022-05-07,2022-05-11,2022-05-13,2.0,RT4,Eventica Travels,,Cancelled,2850,1140
May112224558RT42,24558,2022-05-07,2022-05-11,2022-05-13,2.0,RT4,Bookkaru,2.0,Checked Out,2850,2850
May112224558RT43,24558,2022-05-05,2022-05-11,2022-05-17,3.0,RT4,Bookings_Com,1.0,Checked Out,3135,3135
May112224559RT11,24559,2022-05-05,2022-05-11,2022-05-12,2.0,RT1,DeBookkarus,,Cancelled,975,390
May112224559RT12,24559,2022-05-10,2022-05-11,2022-05-15,3.0,RT1,Bookings_Com,3.0,Checked Out,1072,1072
May112224559RT13,24559,2022-05-09,2022-05-11,2022-05-12,1.0,RT1,Others,2.0,Checked Out,975,975
May112224559RT14,24559,2022-05-11,2022-05-11,2022-05-17,1.0,RT1,Others,3.0,Checked Out,975,975
May112224559RT15,24559,2022-05-09,2022-05-11,2022-05-16,4.0,RT1,Others,3.0,Checked Out,1170,1170
May112224559RT16,24559,2022-05-08,2022-05-11,2022-05-12,2.0,RT1,Others,4.0,Checked Out,975,975
May112224559RT17,24559,2022-05-09,2022-05-11,2022-05-13,1.0,RT1,DeBookkarus,2.0,Checked Out,975,975
May112224559RT18,24559,2022-05-09,2022-05-11,2022-05-12,2.0,RT1,DeBookkarus,,Cancelled,975,390
May112224559RT19,24559,2022-05-09,2022-05-11,2022-05-12,2.0,RT1,Others,2.0,Checked Out,975,975
